Sexo	Comunidades y Ciudades Autónomas	Nivel de formación alcanzado	Periodo	Total
Hombres	01 Andalucía	Total	2019T1	100
Hombres	01 Andalucía	Total	2018T4	100
Hombres	01 Andalucía	Total	2018T3	100
Hombres	01 Andalucía	Total	2018T2	100
Hombres	01 Andalucía	Total	2018T1	100
Hombres	01 Andalucía	Total	2017T4	100
Hombres	01 Andalucía	Total	2017T3	100
Hombres	01 Andalucía	Total	2017T2	100
Hombres	01 Andalucía	Total	2017T1	100
Hombres	01 Andalucía	Total	2016T4	100
Hombres	01 Andalucía	Total	2016T3	100
Hombres	01 Andalucía	Total	2016T2	100
Hombres	01 Andalucía	Total	2016T1	100
Hombres	01 Andalucía	Total	2015T4	100
Hombres	01 Andalucía	Total	2015T3	100
Hombres	01 Andalucía	Total	2015T2	100
Hombres	01 Andalucía	Total	2015T1	100
Hombres	01 Andalucía	Total	2014T4	100
Hombres	01 Andalucía	Total	2014T3	100
Hombres	01 Andalucía	Total	2014T2	100
Hombres	01 Andalucía	Total	2014T1	100
Hombres	01 Andalucía	Analfabetos	2025T1	1,3
Hombres	01 Andalucía	Analfabetos	2024T4	1
Hombres	01 Andalucía	Analfabetos	2024T3	1,1
Hombres	01 Andalucía	Analfabetos	2024T2	1,4
Hombres	01 Andalucía	Analfabetos	2024T1	1,3
Hombres	01 Andalucía	Analfabetos	2023T4	1,5
Hombres	01 Andalucía	Analfabetos	2023T3	1,3
Hombres	01 Andalucía	Analfabetos	2023T2	1,4
Hombres	01 Andalucía	Analfabetos	2023T1	1,3
Hombres	01 Andalucía	Analfabetos	2022T4	1,5
Hombres	01 Andalucía	Analfabetos	2022T3	1,6
Hombres	01 Andalucía	Analfabetos	2022T2	1,7
Hombres	01 Andalucía	Analfabetos	2022T1	1,8
Hombres	01 Andalucía	Analfabetos	2021T4	2
Hombres	01 Andalucía	Analfabetos	2021T3	2
Hombres	01 Andalucía	Analfabetos	2021T2	1,9
Hombres	01 Andalucía	Analfabetos	2021T1	1,8
Hombres	01 Andalucía	Analfabetos	2020T4	1,9
Hombres	01 Andalucía	Analfabetos	2020T3	1,4
Hombres	01 Andalucía	Analfabetos	2020T2	1,5
Hombres	01 Andalucía	Analfabetos	2020T1	1,7
Hombres	01 Andalucía	Analfabetos	2019T4	1,5
Hombres	01 Andalucía	Analfabetos	2019T3	1,5
Hombres	01 Andalucía	Analfabetos	2019T2	1,6
Hombres	01 Andalucía	Analfabetos	2019T1	1,5
Hombres	01 Andalucía	Analfabetos	2018T4	1,6
Hombres	01 Andalucía	Analfabetos	2018T3	1,7
Hombres	01 Andalucía	Analfabetos	2018T2	1,8
Hombres	01 Andalucía	Analfabetos	2018T1	1,9
Hombres	01 Andalucía	Analfabetos	2017T4	1,8
Hombres	01 Andalucía	Analfabetos	2017T3	2,1
Hombres	01 Andalucía	Analfabetos	2017T2	2,1
Hombres	01 Andalucía	Analfabetos	2017T1	2
Hombres	01 Andalucía	Analfabetos	2016T4	1,8
Hombres	01 Andalucía	Analfabetos	2016T3	1,9
Hombres	01 Andalucía	Analfabetos	2016T2	1,9
Hombres	01 Andalucía	Analfabetos	2016T1	2,1
Hombres	01 Andalucía	Analfabetos	2015T4	2,1
Hombres	01 Andalucía	Analfabetos	2015T3	2,1
Hombres	01 Andalucía	Analfabetos	2015T2	2,3
Hombres	01 Andalucía	Analfabetos	2015T1	2,4
Hombres	01 Andalucía	Analfabetos	2014T4	2,5
Hombres	01 Andalucía	Analfabetos	2014T3	2,6
Hombres	01 Andalucía	Analfabetos	2014T2	2,8
Hombres	01 Andalucía	Analfabetos	2014T1	2,6
Hombres	01 Andalucía	Estudios primarios incompletos	2025T1	5,1
Hombres	01 Andalucía	Estudios primarios incompletos	2024T4	5
Hombres	01 Andalucía	Estudios primarios incompletos	2024T3	5,1
Hombres	01 Andalucía	Estudios primarios incompletos	2024T2	5,3
Hombres	01 Andalucía	Estudios primarios incompletos	2024T1	5,5
Hombres	01 Andalucía	Estudios primarios incompletos	2023T4	5,5
Hombres	01 Andalucía	Estudios primarios incompletos	2023T3	5,7
Hombres	01 Andalucía	Estudios primarios incompletos	2023T2	5,7
Hombres	01 Andalucía	Estudios primarios incompletos	2023T1	5,5
Hombres	01 Andalucía	Estudios primarios incompletos	2022T4	5,4
Hombres	01 Andalucía	Estudios primarios incompletos	2022T3	5,8
Hombres	01 Andalucía	Estudios primarios incompletos	2022T2	5,8
Hombres	01 Andalucía	Estudios primarios incompletos	2022T1	6,3
Hombres	01 Andalucía	Estudios primarios incompletos	2021T4	5,7
Hombres	01 Andalucía	Estudios primarios incompletos	2021T3	5,7
Hombres	01 Andalucía	Estudios primarios incompletos	2021T2	6
Hombres	01 Andalucía	Estudios primarios incompletos	2021T1	6,7
Hombres	01 Andalucía	Estudios primarios incompletos	2020T4	6,5
Hombres	01 Andalucía	Estudios primarios incompletos	2020T3	7
Hombres	01 Andalucía	Estudios primarios incompletos	2020T2	7,2
Hombres	01 Andalucía	Estudios primarios incompletos	2020T1	7
Hombres	01 Andalucía	Estudios primarios incompletos	2019T4	7,7
Hombres	01 Andalucía	Estudios primarios incompletos	2019T3	7,8
Hombres	01 Andalucía	Estudios primarios incompletos	2019T2	7,8
Hombres	01 Andalucía	Estudios primarios incompletos	2019T1	8,1
Hombres	01 Andalucía	Estudios primarios incompletos	2018T4	8
Hombres	01 Andalucía	Estudios primarios incompletos	2018T3	8,2
Hombres	01 Andalucía	Estudios primarios incompletos	2018T2	8,3
Hombres	01 Andalucía	Estudios primarios incompletos	2018T1	8,3
Hombres	01 Andalucía	Estudios primarios incompletos	2017T4	8,3
Hombres	01 Andalucía	Estudios primarios incompletos	2017T3	7,8
Hombres	01 Andalucía	Estudios primarios incompletos	2017T2	8,2
Hombres	01 Andalucía	Estudios primarios incompletos	2017T1	8,1
Hombres	01 Andalucía	Estudios primarios incompletos	2016T4	8,2
Hombres	01 Andalucía	Estudios primarios incompletos	2016T3	8,6
Hombres	01 Andalucía	Estudios primarios incompletos	2016T2	9
Hombres	01 Andalucía	Estudios primarios incompletos	2016T1	9
Hombres	01 Andalucía	Estudios primarios incompletos	2015T4	9,2
Hombres	01 Andalucía	Estudios primarios incompletos	2015T3	9,2
Hombres	01 Andalucía	Estudios primarios incompletos	2015T2	8,9
Hombres	01 Andalucía	Estudios primarios incompletos	2015T1	8,7
Hombres	01 Andalucía	Estudios primarios incompletos	2014T4	8,7
Hombres	01 Andalucía	Estudios primarios incompletos	2014T3	8,9
Hombres	01 Andalucía	Estudios primarios incompletos	2014T2	8,8
Hombres	01 Andalucía	Estudios primarios incompletos	2014T1	8,9
Hombres	01 Andalucía	Educación primaria	2025T1	10,1
Hombres	01 Andalucía	Educación primaria	2024T4	10,2
Hombres	01 Andalucía	Educación primaria	2024T3	10,3
Hombres	01 Andalucía	Educación primaria	2024T2	10,8
Hombres	01 Andalucía	Educación primaria	2024T1	10,3
Hombres	01 Andalucía	Educación primaria	2023T4	10,1
Hombres	01 Andalucía	Educación primaria	2023T3	10,4
Hombres	01 Andalucía	Educación primaria	2023T2	11,3
Hombres	01 Andalucía	Educación primaria	2023T1	11
Hombres	01 Andalucía	Educación primaria	2022T4	11,2
Hombres	01 Andalucía	Educación primaria	2022T3	10,6
Hombres	01 Andalucía	Educación primaria	2022T2	10,8
Hombres	01 Andalucía	Educación primaria	2022T1	10,3
Hombres	01 Andalucía	Educación primaria	2021T4	10,3
Hombres	01 Andalucía	Educación primaria	2021T3	11
Hombres	01 Andalucía	Educación primaria	2021T2	11
Hombres	01 Andalucía	Educación primaria	2021T1	11,3
Hombres	01 Andalucía	Educación primaria	2020T4	11,8
Hombres	01 Andalucía	Educación primaria	2020T3	11,6
Hombres	01 Andalucía	Educación primaria	2020T2	12,8
Hombres	01 Andalucía	Educación primaria	2020T1	12,9
Hombres	01 Andalucía	Educación primaria	2019T4	12,4
Hombres	01 Andalucía	Educación primaria	2019T3	12,2
Hombres	01 Andalucía	Educación primaria	2019T2	12,4
Hombres	01 Andalucía	Educación primaria	2019T1	12,3
Hombres	01 Andalucía	Educación primaria	2018T4	12,7
Hombres	01 Andalucía	Educación primaria	2018T3	12,5
Hombres	01 Andalucía	Educación primaria	2018T2	13,1
Hombres	01 Andalucía	Educación primaria	2018T1	13,2
Hombres	01 Andalucía	Educación primaria	2017T4	13,2
Hombres	01 Andalucía	Educación primaria	2017T3	13,5
Hombres	01 Andalucía	Educación primaria	2017T2	13,4
Hombres	01 Andalucía	Educación primaria	2017T1	13,5
Hombres	01 Andalucía	Educación primaria	2016T4	13,3
Hombres	01 Andalucía	Educación primaria	2016T3	13,1
Hombres	01 Andalucía	Educación primaria	2016T2	13,7
Hombres	01 Andalucía	Educación primaria	2016T1	13,3
Hombres	01 Andalucía	Educación primaria	2015T4	13,5
Hombres	01 Andalucía	Educación primaria	2015T3	14
Hombres	01 Andalucía	Educación primaria	2015T2	14,4
Hombres	01 Andalucía	Educación primaria	2015T1	14,6
Hombres	01 Andalucía	Educación primaria	2014T4	14,8
Hombres	01 Andalucía	Educación primaria	2014T3	15
Hombres	01 Andalucía	Educación primaria	2014T2	15,1
Hombres	01 Andalucía	Educación primaria	2014T1	14,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2025T1	34,4
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T4	33,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T3	34,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T2	33,2
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2024T1	33,4
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T4	33,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T3	32,7
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T2	33,3
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2023T1	33,5
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T4	33,8
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T3	33,6
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T2	33,7
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2022T1	33,8
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T4	33,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T3	33,5
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T2	34,3
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2021T1	34,2
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T4	34,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T3	34
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T2	34,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2020T1	34,5
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T4	33,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T3	34
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T2	33,8
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2019T1	33,3
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T4	33,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T3	32,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T2	33,5
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2018T1	34,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T4	34,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T3	33,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T2	34,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2017T1	34,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T4	34,8
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T3	34,3
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T2	33,8
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2016T1	34,1
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T4	33,5
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T3	33,6
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T2	33,6
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2015T1	33,9
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T4	33,5
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T3	33,6
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T2	33,8
Hombres	01 Andalucía	Primera etapa de Educación Secundaria y similar	2014T1	33,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2025T1	13,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T4	13,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T3	13,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T2	13,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2024T1	13,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T4	13,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T3	13,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T2	13,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2023T1	13,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T4	13,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T3	13,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T2	13,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2022T1	13
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T4	13,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T3	12,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T2	12,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2021T1	12,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T4	12,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T3	13
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T2	12,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2020T1	11,8
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T4	12,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T3	12,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T2	12,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2019T1	13
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2018T4	13,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2018T3	13
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2018T2	12,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2018T1	12,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2017T4	12,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2017T3	12,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2017T2	12,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2017T1	12,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2016T4	12,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2016T3	12,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2016T2	12,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2016T1	12,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2015T4	12,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2015T3	12,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2015T2	12,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2015T1	11,9
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2014T4	11,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2014T3	12
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2014T2	11,9
Hombres	01 Andalucía	Segunda etapa de educación secundaria, con orientación general	2014T1	12
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	8,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	9
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	9,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	9
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	8,9
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	8,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	8,8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	8,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	8,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	8,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	8,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	8,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	8,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	8,9
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	8,5
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	7,8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	7,8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	8,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T4	8,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T3	7,8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T2	8,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T1	8,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T4	7,7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T3	7,6
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T2	7,4
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T1	7,3
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T4	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T3	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T2	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T1	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T4	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T3	7,1
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T2	7,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T1	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T4	7,2
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T3	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T2	6,8
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T1	6,9
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T4	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T3	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T2	7
Hombres	01 Andalucía	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T1	6,8
Hombres	01 Andalucía	Educación superior	2025T1	27,1
Hombres	01 Andalucía	Educación superior	2024T4	27,3
Hombres	01 Andalucía	Educación superior	2024T3	26,8
Hombres	01 Andalucía	Educación superior	2024T2	26,8
Hombres	01 Andalucía	Educación superior	2024T1	27
Hombres	01 Andalucía	Educación superior	2023T4	28,1
Hombres	01 Andalucía	Educación superior	2023T3	27,5
Hombres	01 Andalucía	Educación superior	2023T2	26,8
Hombres	01 Andalucía	Educación superior	2023T1	26,8
Hombres	01 Andalucía	Educación superior	2022T4	26,4
Hombres	01 Andalucía	Educación superior	2022T3	26,6
Hombres	01 Andalucía	Educación superior	2022T2	26,2
Hombres	01 Andalucía	Educación superior	2022T1	26,1
Hombres	01 Andalucía	Educación superior	2021T4	26,2
Hombres	01 Andalucía	Educación superior	2021T3	26,3
Hombres	01 Andalucía	Educación superior	2021T2	26,1
Hombres	01 Andalucía	Educación superior	2021T1	25,8
Hombres	01 Andalucía	Educación superior	2020T4	25,4
Hombres	01 Andalucía	Educación superior	2020T3	25
Hombres	01 Andalucía	Educación superior	2020T2	24,6
Hombres	01 Andalucía	Educación superior	2020T1	23,9
Hombres	01 Andalucía	Educación superior	2019T4	23,8
Hombres	01 Andalucía	Educación superior	2019T3	24,1
Hombres	01 Andalucía	Educación superior	2019T2	23,6
Hombres	01 Andalucía	Educación superior	2019T1	23,7
Hombres	01 Andalucía	Educación superior	2018T4	23,6
Hombres	01 Andalucía	Educación superior	2018T3	24,1
Hombres	01 Andalucía	Educación superior	2018T2	23,5
Hombres	01 Andalucía	Educación superior	2018T1	22,9
Hombres	01 Andalucía	Educación superior	2017T4	23,3
Hombres	01 Andalucía	Educación superior	2017T3	23,1
Hombres	01 Andalucía	Educación superior	2017T2	22,3
Hombres	01 Andalucía	Educación superior	2017T1	22,3
Hombres	01 Andalucía	Educación superior	2016T4	22,6
Hombres	01 Andalucía	Educación superior	2016T3	22,6
Hombres	01 Andalucía	Educación superior	2016T2	21,9
Hombres	01 Andalucía	Educación superior	2016T1	22,2
Hombres	01 Andalucía	Educación superior	2015T4	21,9
Hombres	01 Andalucía	Educación superior	2015T3	21,5
Hombres	01 Andalucía	Educación superior	2015T2	21,7
Hombres	01 Andalucía	Educación superior	2015T1	21,6
Hombres	01 Andalucía	Educación superior	2014T4	21,7
Hombres	01 Andalucía	Educación superior	2014T3	21
Hombres	01 Andalucía	Educación superior	2014T2	20,6
Hombres	01 Andalucía	Educación superior	2014T1	21,2
Hombres	02 Aragón	Total	2025T1	100
Hombres	02 Aragón	Total	2024T4	100
Hombres	02 Aragón	Total	2024T3	100
Hombres	02 Aragón	Total	2024T2	100
Hombres	02 Aragón	Total	2024T1	100
Hombres	02 Aragón	Total	2023T4	100
Hombres	02 Aragón	Total	2023T3	100
Hombres	02 Aragón	Total	2023T2	100
Hombres	02 Aragón	Total	2023T1	100
Hombres	02 Aragón	Total	2022T4	100
Hombres	02 Aragón	Total	2022T3	100
Hombres	02 Aragón	Total	2022T2	100
Hombres	02 Aragón	Total	2022T1	100
Hombres	02 Aragón	Total	2021T4	100
Hombres	02 Aragón	Total	2021T3	100
Hombres	02 Aragón	Total	2021T2	100
Hombres	02 Aragón	Total	2021T1	100
Hombres	02 Aragón	Total	2020T4	100
Hombres	02 Aragón	Total	2020T3	100
Hombres	02 Aragón	Total	2020T2	100
Hombres	02 Aragón	Total	2020T1	100
Hombres	02 Aragón	Total	2019T4	100
Hombres	02 Aragón	Total	2019T3	100
Hombres	02 Aragón	Total	2019T2	100
Hombres	02 Aragón	Total	2019T1	100
Hombres	02 Aragón	Total	2018T4	100
Hombres	02 Aragón	Total	2018T3	100
Hombres	02 Aragón	Total	2018T2	100
Hombres	02 Aragón	Total	2018T1	100
Hombres	02 Aragón	Total	2017T4	100
Hombres	02 Aragón	Total	2017T3	100
Hombres	02 Aragón	Total	2017T2	100
Hombres	02 Aragón	Total	2017T1	100
Hombres	02 Aragón	Total	2016T4	100
Hombres	02 Aragón	Total	2016T3	100
Hombres	02 Aragón	Total	2016T2	100
Hombres	02 Aragón	Total	2016T1	100
Hombres	02 Aragón	Total	2015T4	100
Hombres	02 Aragón	Total	2015T3	100
Hombres	02 Aragón	Total	2015T2	100
Hombres	02 Aragón	Total	2015T1	100
Hombres	02 Aragón	Total	2014T4	100
Hombres	02 Aragón	Total	2014T3	100
Hombres	02 Aragón	Total	2014T2	100
Hombres	02 Aragón	Total	2014T1	100
Hombres	02 Aragón	Analfabetos	2025T1	1
Hombres	02 Aragón	Analfabetos	2024T4	0,9
Hombres	02 Aragón	Analfabetos	2024T3	0,9
Hombres	02 Aragón	Analfabetos	2024T2	0,5
Hombres	02 Aragón	Analfabetos	2024T1	0,5
Hombres	02 Aragón	Analfabetos	2023T4	0,4
Hombres	02 Aragón	Analfabetos	2023T3	0,5
Hombres	02 Aragón	Analfabetos	2023T2	0,6
Hombres	02 Aragón	Analfabetos	2023T1	0,8
Hombres	02 Aragón	Analfabetos	2022T4	0,7
Hombres	02 Aragón	Analfabetos	2022T3	1,1
Hombres	02 Aragón	Analfabetos	2022T2	1
Hombres	02 Aragón	Analfabetos	2022T1	0,6
Hombres	02 Aragón	Analfabetos	2021T4	0,5
Hombres	02 Aragón	Analfabetos	2021T3	0,8
Hombres	02 Aragón	Analfabetos	2021T2	0,7
Hombres	02 Aragón	Analfabetos	2021T1	0,6
Hombres	02 Aragón	Analfabetos	2020T4	1
Hombres	02 Aragón	Analfabetos	2020T3	0,7
Hombres	02 Aragón	Analfabetos	2020T2	0,6
Hombres	02 Aragón	Analfabetos	2020T1	0,7
Hombres	02 Aragón	Analfabetos	2019T4	0,7
Hombres	02 Aragón	Analfabetos	2019T3	0,7
Hombres	02 Aragón	Analfabetos	2019T2	0,7
